6.769165963968586921e+42 1.327276956605099661e-05 9.425696146701630918e-01 9.560919822438197491e-01 1.281391663014279109e-04
6.334511170631978840e+45 8.749840655450893750e+14 1.102230598440537168e+00 1.020945676545128800e+00 8.324764868685467431e-03
6.182894478663341421e+42 4.154856477943079385e-03 9.889595828138707523e-01 9.877239023264672291e-01 5.158448475895439748e-03
3.311917101572091532e+50 9.564729098625141207e-05 9.156709061822921880e-01 9.202326642340354912e-01 1.081605541017037631e+01
3.006240841091168028e+39 5.847492911190862189e-23 1.326929992767475586e+00 9.907961699143388312e-01 4.533599735676417275e+00
3.695121586049696126e+49 2.751279193908466488e-07 9.528682310885279172e-01 1.070063075800246732e+00 8.386119030085043276e-08
1.082227341878563190e+41 7.855899250670033622e-05 1.039544455369679099e+00 9.012604338863234865e-01 3.413500447863307419e-02
7.299697186804948274e+39 5.626308588889573514e-25 1.060380916355085912e+00 1.041055296910239791e+00 4.881793175920183742e-04
6.986820535786350665e+41 1.550612752580888626e-05 9.605330287149035362e-01 1.061828886344249545e+00 7.737742668326228568e+01
5.189148528535033864e+41 3.292170277844922296e+22 1.012324837803770361e+00 1.063741320916125277e+00 1.875543578607352902e+04
1.450002835585611470e+43 3.124086485976897110e-05 9.266010368292456612e-01 1.032581795941187597e+00 1.703905627448949417e+03
1.274897264169715895e+42 3.173139392955286026e-12 8.576655681071403414e-01 9.728017359950748011e-01 1.465007211025438271e+06
2.509045959837297898e+45 6.496097027799989509e-31 9.615251997642468851e-01 1.010483635107813249e+00 1.736521268633083821e-05
4.089486101103868533e+48 2.137621793526146665e-23 9.192449843509584717e-01 1.055423862831711412e+00 1.618603645819907460e-03
9.361275786636837501e+45 3.832481600145712611e-61 9.404138237986817694e-01 1.035663493834685589e+00 4.014532687584753123e-01
3.755188050803859561e+41 1.205920647361275167e+20 9.697666667881756908e-01 9.624576247973243293e-01 2.951671964721347649e+03
1.280013535676720499e+38 4.015854035622852802e+09 1.000185676684943958e+00 1.024741040971914874e+00 1.837892274525747496e+02
1.153685007162966431e+44 2.260122509018950126e-08 9.729928930584460511e-01 1.009544716961071842e+00 3.075225044658471199e-02
8.387585356746190483e+39 2.895795267478698047e+13 8.975514573576400812e-01 1.008883745887247274e+00 1.850191755195584398e-04
8.499181319747837316e+41 2.384376170984579016e-42 8.696652093646739523e-01 1.006587833454298142e+00 1.983957930977032287e+06
2.723430639781772526e+46 3.086353053025679792e-09 9.662105733257401186e-01 1.040247044725935766e+00 3.217292518714689488e-05
8.282856936964230809e+42 6.685566113860951848e-18 8.842106440025276903e-01 9.048509505959163590e-01 5.342055252887152164e+03
6.566104442398047926e+42 2.987756971071155952e-21 1.029593782935658508e+00 1.005638410415151451e+00 8.240367289490602332e+01
1.414213467128850717e+46 1.601678428925165674e+06 9.412365583902163602e-01 1.006252194654663645e+00 8.802529934012943719e-05
3.122356750867037133e+39 2.335630526309494570e+01 1.021931577372444444e+00 9.343707845755363506e-01 4.216698616128935345e-02
1.186329044129259895e+40 5.942600143542649071e-20 9.847562764411625924e-01 9.885568231666480576e-01 3.236725125862291441e-02
8.869548316932653258e+47 1.194187287783599203e+44 1.028688579410806714e+00 9.334579068284244441e-01 1.294249768543240726e+08
9.124017766642162378e+42 2.859950440115165904e+01 1.050629219118789148e+00 1.005982409789941467e+00 1.092209409236271668e-02
1.138993072245809864e+49 9.251902319327929455e-16 1.028898485408511698e+00 9.976393701337646913e-01 6.553945456247088908e-01
8.153873152949809667e+44 2.447277212893097878e+09 1.000627919127460963e+00 9.428581173217630562e-01 4.786199962892547233e-01
7.635334864962164234e+52 5.552683510185348188e-23 9.896860113178755913e-01 9.741679481779373928e-01 1.225474378440805957e-02
2.487287423813406374e+44 7.681845357707932059e-09 9.965860696670252317e-01 9.911634039550286657e-01 1.146091741853921163e-04
7.782191698305557142e+38 1.895844310744853827e-16 9.590105744314303404e-01 9.371673040456232062e-01 1.010696124985019537e+02
1.112540638494244666e+42 3.961242186295328355e-23 1.083087556515499150e+00 1.008791685555066930e+00 3.664982612478338841e-02
5.394110800638644190e+46 5.269565437536883594e+13 1.012711586742472747e+00 9.795094950616275442e-01 7.480094139011598031e+01
5.032624065699202600e+39 4.306191806812744375e+14 9.830367955815948466e-01 9.618361559988277687e-01 5.396691844043291830e+00
3.614988325934590059e+43 4.199107499721876811e+05 9.366415009174936523e-01 1.032009190985376801e+00 1.289797976867600710e+03
6.067638705822878357e+44 6.131241716526914606e-06 1.080524828480145416e+00 9.998708301095582396e-01 5.832057098062794903e-02
3.610700602731696571e+39 7.637970976040511228e-01 8.831757053143758363e-01 1.020663032007893767e+00 6.275955499057326392e+01
5.371844128705625108e+49 9.738226127397344000e+15 1.036705011175942159e+00 9.776531664805251376e-01 1.454601784673338116e+00
6.823897360049185042e+48 1.638254967728525879e+12 9.083109127770228053e-01 9.934010183342264488e-01 3.847847737447966567e-03
1.377466528828628406e+41 2.368109626719288041e+00 8.626177663533992623e-01 9.471180071234865938e-01 2.623582594043533112e-01
8.443594394537707200e+35 7.418989844687865598e-16 1.013586059153888108e+00 1.071947660605468533e+00 1.711403247297176131e+04
2.628265553415332874e+43 4.202833152375440366e-05 8.731799326455060850e-01 1.065046955453225364e+00 8.452972274412624192e-05
1.286660839160736454e+43 5.464174972986172128e-03 9.592227002551497739e-01 1.021045441614734761e+00 7.660421533286233819e-02
5.687481065530312850e+35 1.605345970559492229e-09 9.828827839025426893e-01 9.775309281603972167e-01 8.560116631753126801e-03
9.384957672932289036e+40 2.632033868107771873e+09 9.243756328123882149e-01 9.483022528316734645e-01 9.361988389391635224e+01
7.746362541243411510e+45 1.427354711336864782e+65 9.526235692694147161e-01 1.044937842795950145e+00 4.538757006498612463e+04
7.322268917571377562e+39 1.160880356860529282e+05 1.077936179185849497e+00 1.009956277719392226e+00 5.914805289009468225e-01
2.482432790578390372e+42 8.879099039517563992e-24 1.096898887453402249e+00 1.001374759350938115e+00 3.846377332791568460e-01
2.134467864546450323e+44 2.167611603331613963e+31 9.586140849824732468e-01 1.002275716077946521e+00 2.177819625118571167e+01
4.200576183758468776e+43 1.578936952851873109e+31 9.782144348075354490e-01 1.038786685157536693e+00 1.759966981456509233e+07
2.214704140532479838e+41 1.085562740104139772e-25 1.061022682965531150e+00 9.765500439141225897e-01 3.859473126391420010e+03
5.637981024309209277e+42 1.399265473794274835e-27 9.859408061017220781e-01 9.902633119475633405e-01 3.461697952251436305e+01
1.937793153239807164e+44 1.857829917898160170e+25 1.056548366736956401e+00 1.072519604348858957e+00 1.059887596259435731e-02
1.794200858657082175e+45 3.886015076803878060e+21 1.027321328798405764e+00 1.008785128385033758e+00 1.479163946589974188e-01
1.865132519526240917e+38 1.027556293093701826e-07 1.088431559725150599e+00 1.023535447397750708e+00 7.428976613661539830e+01
1.851255014089571389e+45 3.555681922174140023e+21 1.062349498466957032e+00 9.981455617653802737e-01 6.903766026751503304e+00
4.409388518798463695e+44 8.437060421040564195e-01 9.050448061713969317e-01 9.665204525367832034e-01 4.227555470758991760e+03
8.240116758289904634e+39 6.220779375935778046e+10 1.107368614030444176e+00 9.967543063215530408e-01 1.653656466694678917e+00
2.046953078929490257e+37 1.521823708805448244e-07 1.026880492050202598e+00 9.937072777077630148e-01 2.278366686006263464e+00
3.257401700388399712e+41 5.453073298562141520e-08 1.026164394172657257e+00 1.031896235554561336e+00 1.028133820814659158e-06
7.577952774847293443e+39 2.802731614509313271e-06 9.928204487392647826e-01 9.743040057659030362e-01 1.182209271674195439e-04
1.193419075773076296e+40 1.445647413323103304e-10 9.125211236500274659e-01 9.914410488170086744e-01 2.161107176003218111e+00
1.718207877674655856e+43 4.442523657836714468e-18 9.129099233912790767e-01 9.745184178690101673e-01 2.386397065937257139e+03
2.832213029324902703e+46 2.086803317254094305e-43 1.052261683942477433e+00 1.010587666314926247e+00 5.464144207551465016e+00
4.410283368331842337e+42 1.100114172425119177e-04 1.022588784443189125e+00 9.506744892750969012e-01 6.420801082206476167e+02
3.313766473972428212e+42 2.297767693672240512e+03 1.089563857420993820e+00 1.021199912256904208e+00 6.168545268861851127e+02
6.656810856545266639e+45 2.074258937474525077e-18 9.647000190396380903e-01 1.036627016850780514e+00 1.102576354468020811e-02
6.802836090330587385e+45 3.884205051288334961e+12 9.448026131992609544e-01 1.080517474255516142e+00 9.058233076902419270e+04
5.343013595532025858e+39 5.067511454271708615e+06 1.001448659782890882e+00 1.031966400142136697e+00 4.245465718579817527e-03
5.786475022463976915e+39 3.664571645298161679e-05 1.003220230491406406e+00 1.010086967846526740e+00 1.088195560855536037e+00
1.698378383163989961e+37 2.732142447807832397e+01 1.087506805951022226e+00 9.751999749030521025e-01 8.616924574078551302e+01
2.137943207948355701e+47 1.234195357430961152e+19 9.573015966976001767e-01 1.100148984961935028e+00 2.526402897381180992e+03
2.114815404833923260e+49 9.008990773308448792e+09 1.096980070600882762e+00 9.769530422295705785e-01 2.234904096372157145e+00
1.899261814050274221e+47 3.538895189581758022e+09 1.088709730744398030e+00 1.029489642191395049e+00 6.172646036808000010e-05
6.250064117204235891e+39 5.611959608917410378e+02 1.006322653518329169e+00 9.993309554418514651e-01 5.211795676308333896e+02
1.316549737911663088e+35 2.047235765500555663e-05 1.064295568232667799e+00 1.008448738547584655e+00 2.661643032284767507e+00
2.927986357071631791e+40 3.390484838511776567e-10 9.897687554734130311e-01 1.028145157079398686e+00 1.241741178388866378e-02
