7.845739291910929680e+50 2.905425698594927983e+30 9.654522978552424473e-01 9.679671954256385824e-01 5.126480883624032003e+02
1.134903150672920127e+44 2.785472547031075781e-09 9.231299160090435940e-01 1.030837295459698266e+00 6.673654544441445978e+03
4.699828635357305814e+44 2.613574677353134460e+11 1.121295907967138294e+00 1.111744094611632150e+00 2.683051923957071239e+01
7.533612291425473970e+39 2.274640747131392956e+09 1.060338820477527921e+00 9.676690593114908312e-01 1.063280878509333394e-01
5.461471227516533095e+52 1.354542777451779226e-28 1.098822478947174552e+00 9.877002515273007877e-01 3.559753930773972286e+01
2.481206907007092620e+42 1.036773322931743599e+07 1.080122491054433143e+00 1.045474237087029135e+00 1.823899728015136361e+03
1.239953165027394896e+45 4.325577581677817837e-25 9.478428302271859618e-01 1.015648719839049807e+00 2.903772854823902239e-01
3.114471884077537239e+36 1.841393017889272621e-01 1.038256910124882637e+00 9.714308345412123735e-01 1.493018564695916582e-03
9.416631725574955739e+42 3.294489833590110470e+27 9.711888629500320391e-01 9.894755080605194264e-01 1.186183044190354474e+00
5.702634988917929669e+38 1.638942951819810481e-22 1.082928847176091169e+00 9.600787414892643090e-01 1.418211399279042162e+00
7.488724155675879012e+44 3.011735819152478122e+00 1.000850125703181659e+00 1.023377941179689499e+00 6.481774653861518409e-01
1.823069772669391369e+42 4.770560677958743368e-04 8.747912257435604966e-01 9.799220417837938291e-01 4.123356067180741213e-01
1.740709027537795136e+39 2.218637694598116521e-31 9.467615459514305831e-01 1.021156854665204561e+00 2.121003243925789121e-04
1.788217772411810410e+43 4.481359889242362400e+16 9.835089847376917715e-01 1.002564240455000144e+00 5.732406648822623713e-02
1.669722256464261741e+40 3.923570967546039308e-29 1.002739174388750376e+00 1.130032294070544729e+00 1.937052265205393553e+02
3.607196233724577312e+43 2.452188572184414977e-03 1.011158960925868433e+00 1.054220182834333830e+00 9.729938084535519010e+04
1.044076964406780540e+41 5.630019998748199415e-19 9.202907747555960638e-01 1.028199186423773392e+00 4.168417687711866160e-01
