3.261549,8.430958,10.5161
5.027584,32.77009,6.907375
2.115207,3.328817,3.957417
26.63576,11.96615,14.11478
1.203311,8.86463,5.25654
9.868257,3.945582,2.707895
16.33254,2.434908,2.73304
3.528175,3.247589,3.899448
29.58497,8.203552,13.1811
3.662198,4.09813,4.361879
1.115517,43.93849,5.571801
13.78278,4.316054,3.90291
19.42557,5.412942,6.63889
2.018606,6.682801,7.611007
14.90836,16.86038,16.35476
2.746489,1.436647,3.527557
7.19773,31.3276,3.032176
3.127039,2.674772,8.708712
9.803846,4.139651,3.336294
4.484208,17.74581,12.96604
2.432492,4.940979,2.041167
1.24898,2.094537,13.88783
8.783829,6.372543,8.696771
2.111078,6.810004,24.1966
2.119444,1.449988,10.9331
12.05849,2.193546,1.701017
10.66508,57.33726,5.224254
7.448369,1.740751,4.585141
11.23271,55.26122,32.42075
4.133513,8.206258,5.728423
6.0199,0.6249106,16.50201
2.849447,2.757494,2.858438
3.233372,3.232189,2.182707
2.390723,8.663749,3.920227
2.714949,2.436153,40.92398
1.992102,5.063456,29.04977
4.488032,1.198685,10.07817
2.357171,3.251187,24.15699
4.949334,16.94272,4.165753
3.914791,2.822673,1.279808
3.903281,14.27014,5.533024
1.828742,3.393578,6.476472
9.063935,12.39774,33.193
7.324577,9.362314,2.515874
1.369348,1.644078,4.103017
7.716477,6.410172,17.69549
2.490758,2.131848,14.35107
10.474,5.71979,28.79745
4.627072,2.399096,1.714765
11.16209,14.38009,5.044394
2.342496,1.908989,4.610357
3.17469,8.799373,42.31805
2.273153,6.491186,6.31001
1.762545,6.86588,12.99722
2.336392,3.237413,3.396914
5.470438,4.536934,12.1474
13.15595,2.391497,25.43443
0.4880172,55.81738,8.135804
1.454136,1.514844,7.162534
3.97974,5.773582,3.45673
13.00902,3.66285,88.07274
5.993017,2.908619,5.088458
1.613572,1.906742,3.473933
3.409959,2.226927,3.000048
7.580014,7.385588,5.668837
6.383645,13.19592,2.263733
0.4625468,31.4132,13.30336
10.20175,15.77954,20.33336
19.70608,19.15956,14.08892
5.743087,18.33023,7.394482
1.397675,2.250891,8.232957
4.053823,3.589901,12.13648
6.099785,4.278717,18.05111
20.26527,13.44381,4.306652
7.304641,2.607022,17.47148
5.095637,18.97919,6.589683
0.8998851,2.334035,7.990586
5.855332,30.84129,2.0601
19.41167,20.51936,1.443504
1.419826,6.246339,6.827139
2.594496,5.710417,46.15837
1.645293,1.409583,6.341295
27.35137,4.960598,3.224572
2.635663,27.88566,16.45875
2.394553,19.15622,2.795379
21.34516,11.53624,13.42974
